system	micro-p	micro-r	micro-f1	macro-p	macro-r	macro-f1	micro-p-loo	micro-r-loo	micro-f1-loo	macro-p-loo	macro-r-loo	macro-f1-loo	micro-p-lto	micro-r-lto	micro-f1-lto	macro-p-lto	macro-r-lto	macro-f1-lto
SF_CIS3	0.2936267071320182	0.2986111111111111	0.29609793420045905	0.25968989568184575	0.29913202123731236	0.25132457445841483	0.31521739130434784	0.22709475332811277	0.2639963586709149	0.23302346638693827	0.24307319338985897	0.21564144872468025	0.6666666666666666	0.038929440389294405	0.07356321839080461	0.07035024154589369	0.04159046468829076	0.04530895332525761
SF_UMass_IESL4	0.3040103492884864	0.18132716049382716	0.22716288061865633	0.20238803792149182	0.19975973179299805	0.17587954317146973	0.3376	0.16306027820710975	0.21990620114643045	0.19711650415086202	0.1810636448781049	0.16545501923651024	0.6774193548387096	0.03304484657749803	0.06301575393848462	0.06896551724137934	0.03784235438934405	0.04061587233093585
SF_MSIIPL_THU2	0.25748502994011974	0.09953703703703703	0.1435726210350584	0.10179690211335772	0.10901897169714428	0.0921418334932575	0.2625	0.09722222222222222	0.1418918918918919	0.10032721949539307	0.10649486078695732	0.09032104390682774	0.5619047619047619	0.045771916214119475	0.08464849354375897	0.06980952380952382	0.05191687100778007	0.052264331034384486
KB_hltcoe5	0.4740932642487047	0.2824074074074074	0.35396518375241776	0.24815690428788018	0.24066807754706326	0.22875943259494416	0.4794701986754967	0.279320987654321	0.3529985372988786	0.24790977326888272	0.23908286348445293	0.22769922998241507	0.704	0.06853582554517133	0.12491128459900637	0.11609403254972864	0.06226631337818913	0.07144365704079027
SF_StaRAI20153	0.07413509060955518	0.034722222222222224	0.04729374671571203	0.0292808267024143	0.048404804959958664	0.029641510740378754	0.07495741056218058	0.033950617283950615	0.04673393520977164	0.027472508438399837	0.04659648669594424	0.0278331924763643	1.0	0.0015625	0.0031201248049922002	0.0036563071297989044	0.0036563071297989044	0.0036563071297989044
SF_StaRAI20152	0.055248618784530384	0.015432098765432098	0.024125452352231604	0.014473243587167624	0.016985275122707314	0.011917979549082624	0.14705882352941177	0.011574074074074073	0.02145922746781116	0.015220012055455086	0.014498837509687418	0.012015270243118348	0.0	0.0	0.0	0.0	0.0	0.0
KB_NYU2	0.5265306122448979	0.19907407407407407	0.2889137737961926	0.20748401777281686	0.18115555116350093	0.17622496222537937	0.5265306122448979	0.19907407407407407	0.2889137737961926	0.20748401777281686	0.18115555116350093	0.17622496222537937	0.7647058823529411	0.02029664324746292	0.03954372623574145	0.04068716094032552	0.021584352958674835	0.024687759497886055
KB_BBN4	0.3424170616113744	0.44598765432098764	0.3873994638069705	0.32417290602681437	0.3412448142928941	0.30768424724364557	0.4872549019607843	0.3888888888888889	0.432550043516101	0.3249583369783352	0.31695308370254377	0.29589684988947096	0.7019230769230769	0.12006578947368421	0.2050561797752809	0.14869973305778006	0.09709961125874324	0.10336103431013241
SF_UMass_IESL5	0.2790948275862069	0.19984567901234568	0.2329136690647482	0.19718494018834395	0.1984082568841891	0.17524169503961984	0.2792990142387733	0.19675925925925927	0.2308736985061114	0.1942362665718398	0.19238052933747393	0.1711969687256501	0.6491228070175439	0.029110936270653028	0.055722891566265066	0.05626134301270416	0.03195027308891429	0.03429951778409126
KB_Stanford2	0.3543307086614173	0.3472222222222222	0.35074045206547155	0.27246556414750656	0.3013639043986811	0.2625311598873378	0.5206738131699847	0.262954369682908	0.3494347379239465	0.26505678870054983	0.24170299760970418	0.2337627108185233	0.6677966101694915	0.15511811023622046	0.25175718849840256	0.2068279848171153	0.1490996157928537	0.15509289994948663
KB_NYU4	0.4219219219219219	0.21682098765432098	0.2864424057084607	0.2070388289274577	0.19522490349208133	0.17947811959887455	0.42255639097744363	0.21682098765432098	0.2865884752677206	0.2070388289274577	0.19522490349208133	0.17947811959887455	0.6875	0.02576112412177986	0.04966139954853273	0.05334538878842677	0.025206371386299057	0.030536428079242676
SF_UWashington3	0.5224719101123596	0.07175925925925926	0.12618724559023065	0.062248812067980254	0.05091778429014394	0.052550230028951664	0.5146198830409356	0.06790123456790123	0.11997273346966597	0.060944631016963735	0.049480880414669644	0.051264820905660015	0.5454545454545454	0.00468384074941452	0.009287925696594429	0.00994575045207956	0.0028464866959442	0.0035943393910631448
SF_CMUML3	0.5625	0.006944444444444444	0.013719512195121951	0.014466546112115737	0.006859475665985609	0.007749935417204847	0.5333333333333333	0.006172839506172839	0.012204424103737604	0.012658227848101266	0.006601144485412118	0.007297855851201242	0.0	0.0	0.0	0.0	0.0	0.0
SF_Stanford3	0.38675388389206866	0.36496913580246915	0.37554585152838427	0.3085967492743228	0.3193967057634275	0.2917876175241339	0.47158403869407495	0.30092592592592593	0.3674046161092793	0.271066026658517	0.25801939839528204	0.24291383435739947	0.5572687224669604	0.19921259842519684	0.29350348027842227	0.2196631820273126	0.1697408720078536	0.1765983661456359
KB_Stanford1	0.5861244019138756	0.18904320987654322	0.28588098016336055	0.23904819311690917	0.1976505271466543	0.19672407466676797	0.5938303341902313	0.17824074074074073	0.27418397626112756	0.23125089698326598	0.18703481517232423	0.1867492320156145	0.7435897435897436	0.09133858267716535	0.16269284712482468	0.14855072463768113	0.0991893979597363	0.10442444478904048
SF_UMass_IESL3	0.19383825417201542	0.2330246913580247	0.21163279607568328	0.18747554536955102	0.22986734958904076	0.1794286082287346	0.3123543123543124	0.20726991492652747	0.2491864249186425	0.19004666957810223	0.20653435153589036	0.1782665081080523	0.7058823529411765	0.03776553894571204	0.07169529499626588	0.07320024198427108	0.04229235085385953	0.04474630028169048
SF_UGENT_IBCN4	0.26617745163442297	0.30787037037037035	0.2855098389982111	0.28972092920552306	0.29530156067356056	0.26555200688975117	0.3153846153846154	0.2867132867132867	0.3003663003663004	0.29306437315526496	0.29046561435114343	0.26622292139693304	0.6877470355731226	0.13690007867820614	0.22834645669291337	0.2090975630758631	0.1495059894261578	0.15638791720296444
SF_ZJU_DCD_SF1	0.12057667103538663	0.07098765432098765	0.08936376881981543	0.0845338557363875	0.07606776242066307	0.06274355990625995	0.1813186813186813	0.02562111801242236	0.044897959183673466	0.04776974080771554	0.03766038060793942	0.036540945492120856	0.42857142857142855	0.009345794392523364	0.018292682926829267	0.02205882352941175	0.015625	0.017375700280112046
KB_hltcoe2	0.474034620505992	0.27469135802469136	0.34782608695652173	0.2412753839491409	0.23121118297488807	0.22083417234840255	0.47547683923705725	0.2692901234567901	0.3438423645320197	0.23662901063188135	0.22512591802886361	0.2152328130975154	0.7049180327868853	0.06697819314641744	0.12233285917496443	0.11187462326702835	0.06034877885259302	0.06942966741378084
SF_UGENT_IBCN1	0.32932469935245146	0.27469135802469136	0.29953723180479597	0.30039482951827096	0.2869839533722574	0.2696533913402287	0.32932469935245146	0.27469135802469136	0.29953723180479597	0.30039482951827096	0.2869839533722574	0.2696533913402287	0.7025862068965517	0.12824547600314712	0.2168995342648037	0.20518384569017473	0.14762487602625676	0.1538219202798656
SF_UGENT_IBCN2	0.32932469935245146	0.27469135802469136	0.29953723180479597	0.30039482951827096	0.2869839533722574	0.2696533913402287	0.32932469935245146	0.27469135802469136	0.29953723180479597	0.30039482951827096	0.2869839533722574	0.2696533913402287	0.7025862068965517	0.12824547600314712	0.2168995342648037	0.20518384569017473	0.14762487602625676	0.1538219202798656
SF_Stanford4	0.6018957345971564	0.19598765432098766	0.29569266589057047	0.24134949338385164	0.1985383506304784	0.19687881221634798	0.6047619047619047	0.19598765432098766	0.29603729603729606	0.2422536525158587	0.1985383506304784	0.19748158497101923	0.6932773109243697	0.12992125984251968	0.21883289124668434	0.19102829537612148	0.13117094306257965	0.14220166029163975
SF_CIS4	0.2944206008583691	0.2646604938271605	0.2787484762291751	0.24869858982934764	0.2845152638594269	0.23878029449760366	0.3004405286343612	0.2631172839506173	0.28054298642533937	0.2492419935825162	0.28255625240674465	0.23852680023042935	0.6716417910447762	0.0364963503649635	0.06923076923076922	0.06853864734299524	0.04294916034046465	0.04601574954835826
SF_UGENT_IBCN3	0.3133680555555556	0.2785493827160494	0.2949346405228758	0.2925693688627923	0.2890204641791117	0.26526046047519447	0.3133680555555556	0.2785493827160494	0.2949346405228758	0.2925693688627923	0.2890204641791117	0.26526046047519447	0.6978723404255319	0.12903225806451613	0.21779548472775562	0.20518384569017473	0.14788320720683035	0.15417353772009085
