run_id	p	r	f1	n_samples	delta_p	delta_r	delta_f1	p_lrange	r_lrange	f1_lrange	p_rrange	r_rrange	f1_rrange
SF_MSIIPL_THU2	0.2715789473684239	0.09953703703703753	0.14568040654997272	5000.0	-0.00388779499118	0.000931651552362	0.00267942445476	0.0564990460854	0.0365731577602	0.0406676998713	0.0570262548393	0.0458374411412	0.0463101630058
SF_MSIIPL_THU4	0.04135338345864629	0.008487654320987675	0.01408450704225353	5000.0	-0.00096694071877	-0.000200647042398	0.00101964311185	0.0263203241774	0.00780311495408	0.0114555132244	0.0331898799042	0.0133914682212	0.0164726210622
SF_MSIIPL_THU5	0.08196721311475526	0.015432098765432155	0.025974025974026115	5000.0	-0.00125363910631	-0.00077172221449	0.000420378731732	0.037335912127	0.0104268526141	0.0146973163038	0.0416132185754	0.0214120445661	0.0257670980822
SF_StaRAI20151	0.08566108007448638	0.035493827160493964	0.05019094380796496	5000.0	-4.10781566301e-05	0.000527536148391	0.00419071343582	0.0412577137867	0.0228575687734	0.0245873728287	0.0439274713985	0.0370718069658	0.0330797286373
SF_StaRAI20152	0.058309037900875084	0.015432098765432148	0.024405125076266118	5000.0	-0.00244921815191	0.000204807218	0.00229774024112	0.032980478275	0.0121416741256	0.0161881796704	0.0316787187371	0.02439558454	0.0272610930966
SF_StaRAI20153	0.08333333333333309	0.03472222222222236	0.04901960784313735	5000.0	-0.00252803028068	3.34838258031e-06	0.00341510947277	0.034137225683	0.0231383375736	0.0245707079638	0.0317856952095	0.0339741241129	0.0326187665573
SF_StaRAI20154	0.07397260273972647	0.020833333333333443	0.03251053582179428	5000.0	-2.61434093288e-05	-0.000211732231299	0.00344739027527	0.0317452250223	0.0166369010015	0.0212866571058	0.0353762538509	0.033610014821	0.0301572460629
SF_StaRAI20155	0.07473309608540958	0.01620370370370377	0.02663284717818654	5000.0	-0.000587003837909	-0.000612464670314	0.00262968603753	0.0333032932006	0.0146141007334	0.0196846134663	0.0403823794155	0.0294956156819	0.0340779979196
SF_Stanford1	0.5394736842105196	0.28472222222222077	0.37272727272726985	5000.0	0.0020328338253	-0.00219826041383	0.00127613191084	0.0809191112548	0.0631637915763	0.0604494114587	0.0752134005043	0.0751111726573	0.0686119653961
SF_Stanford2	0.6105990783410143	0.20447530864197513	0.30635838150289	5000.0	-0.00225021290022	-0.00052936002634	0.00117428813315	0.0816131186749	0.0502722641857	0.0599891344047	0.0746507087588	0.0588424454536	0.0622829235695
SF_Stanford3	0.3964794635373075	0.36496913580246687	0.38007231820008214	5000.0	-0.00161258545276	-0.000919537834776	0.00154420314966	0.0699670489901	0.0747791230237	0.048623075823	0.0600313043842	0.0887841136642	0.0548141546946
